UNINUM,Number,Name,Address,County,City,State,Zip,Service Type,Established Date,Acquired Date
229951,5317,Valley Fair Branch,3691 South 2700 West,Salt Lake,West Valley City,UT,84119,Full Service Brick and Mortar Office,07/27/1970,02/20/2004
229955,5319,Trolley Square Branch,"570 South 700 East, Space D-114",Salt Lake,Salt Lake City,UT,84102,Full Service Brick and Mortar Office,10/26/1972,02/20/2004
229956,5320,Price Branch,180 East Main Street,Carbon,Price,UT,84501,Full Service Brick and Mortar Office,10/01/1973,02/20/2004
229960,5321,Kearns Branch,3981 West 4700 South,Salt Lake,Taylorsville,UT,84129,Full Service Brick and Mortar Office,02/21/1975,02/20/2004
229961,5322,Ninth East Branch,442 North 900 East,Utah,Provo,UT,84606,Full Service Brick and Mortar Office,08/11/1975,02/20/2004
229962,5324,International Center Branch,5580 West Amelia Earhart Drive,Salt Lake,Salt Lake City,UT,84116,Full Service Brick and Mortar Office,03/14/1977,02/20/2004
229967,5328,Centerville Branch,32 West Parrish Lane,Davis,Centerville,UT,84014,Full Service Brick and Mortar Office,08/13/1979,02/20/2004
229968,5329,Fort Union Boulevard Branch,995 Fort Union Boulevard,Salt Lake,Midvale,UT,84047,Full Service Brick and Mortar Office,09/07/1979,02/20/2004
229971,5332,Layton Hills Branch,1435 North Hill Field Road,Davis,Layton,UT,84041,Full Service Brick and Mortar Office,07/13/1981,02/20/2004
229975,5344,Sunset Blvd Branch,929 West Sunset Boulevard,Washington,Saint George,UT,84770,Full Service Brick and Mortar Office,03/16/1989,02/20/2004
229976,5355,Harmon's Taylorsville Branch,5454 South Redwood,Salt Lake,Salt Lake City,UT,84123,Full Service Retail Office,05/28/1991,02/20/2004
229978,5362,Ninetieth South Branch,2640 West 9000 South,Salt Lake,West Jordan,UT,84088,Full Service Brick and Mortar Office,12/01/1992,02/20/2004
229980,5368,Kimball Junction Branch,6480 Highway 224,Summit,Park City,UT,84098,Full Service Brick and Mortar Office,08/16/1993,02/20/2004
229981,5369,Draper Branch,322 E 12300 South,Salt Lake,Draper,UT,84020,Full Service Brick and Mortar Office,02/22/1994,02/20/2004
229982,5373,Red Cliffs Mall Branch,592 North Mall Drive,Washington,Saint George,UT,84790,Full Service Brick and Mortar Office,08/22/1994,02/20/2004
229983,5374,Bell Canyon Branch,10625 South 1300 East,Salt Lake,Sandy,UT,84094,Full Service Brick and Mortar Office,09/19/1994,02/20/2004
229984,5375,Park City Branch,1400 Kearns Boulevard,Summit,Park City,UT,84060,Full Service Brick and Mortar Office,03/13/1995,02/20/2004
229985,5376,South Cedar Citybranch,797 South Main Street,Iron,Cedar City,UT,84720,Full Service Brick and Mortar Office,05/15/1995,02/20/2004
229988,5379,Fresh Market Granger Branch,3555 West 3500 South,Salt Lake,Salt Lake City,UT,84119,Full Service Retail Office,06/28/1995,02/20/2004
229994,5385,South Logan Branch,889 South Main Street,Cache,Logan,UT,84321,Full Service Brick and Mortar Office,05/28/1996,02/20/2004
230001,5477,Fresh Market 21st South Branch,2040 South 2300 East,Salt Lake,Salt Lake City,UT,84108,Full Service Retail Office,11/25/1996,02/20/2004
230004,5487,Albertson's Washington Branch,915 West Red Cliff Boulevard,Washington,Washington,UT,84780,Full Service Retail Office,07/30/1997,02/20/2004
230007,5490,Highland / Alpine Branch,5285 West 11000 North,Utah,Highland,UT,84003,Full Service Brick and Mortar Office,11/17/1997,02/20/2004
230009,5492,Post Falls Branch,1026 East Polston Avenue,Kootenai,Post Falls,ID,83854,Full Service Brick and Mortar Office,12/15/1997,02/20/2004
230012,5494,South Towne Mall Branch,10010 S State Street,Salt Lake,Sandy,UT,84070,Full Service Brick and Mortar Office,06/15/1998,02/20/2004
230195,5387,Aberdeen Branch,165 South Main Street,Bingham,Aberdeen,ID,83210,Full Service Brick and Mortar Office,05/22/1944,02/20/2004
230196,5388,Orchard Branch,421 North Orchard Avenue,Ada,Boise,ID,83706,Full Service Brick and Mortar Office,10/18/1958,02/20/2004
230198,5390,Blackfoot Branch,109 South Broadway,Bingham,Blackfoot,ID,83221,Full Service Brick and Mortar Office,01/01/1865,02/20/2004
230201,5391,Burley Branch,130 East Main Street,Cassia,Burley,ID,83318,Full Service Brick and Mortar Office,11/03/1965,02/20/2004
230202,5392,Caldwell Cleveland Branch,823 Cleveland Boulevard,Canyon,Caldwell,ID,83605,Full Service Brick and Mortar Office,01/24/1963,02/20/2004
230206,5396,Emmett Branch,102 West Main Street,Gem,Emmett,ID,83617,Full Service Brick and Mortar Office,01/01/1865,02/20/2004
230207,5397,Garden City Branch,3301 W Chinden Boulevard,Ada,Garden City,ID,83714,Full Service Brick and Mortar Office,06/08/1964,02/20/2004
230208,5398,Genesee Branch,102 E Walnut St,Latah,Genesee,ID,83832,Full Service Brick and Mortar Office,06/01/1936,02/20/2004
230209,5399,Gooding Branch,445 Main Street,Gooding,Gooding,ID,83330,Full Service Brick and Mortar Office,01/01/1865,02/20/2004
230210,5400,Grangeville Branch,162 East Main Street,Idaho,Grangeville,ID,83530,Full Service Brick and Mortar Office,06/01/1936,02/20/2004
230211,5401,Hailey Branch,100 South Main Street,Blaine,Hailey,ID,83333,Full Service Brick and Mortar Office,01/23/1939,02/20/2004
230212,5402,Idaho Falls Main Branch,320 A Street,Bonneville,Idaho Falls,ID,83402,Full Service Brick and Mortar Office,01/01/1865,02/20/2004
230215,5405,Jerome Branch,100 East Main Street,Jerome,Jerome,ID,83338,Full Service Brick and Mortar Office,11/14/1942,02/20/2004
230216,5406,Kamiah Branch,320 Idaho Street,Lewis,Kamiah,ID,83536,Full Service Brick and Mortar Office,05/01/1952,02/20/2004
230217,5407,Kellogg Branch,100 Mckinley Avenue,Shoshone,Kellogg,ID,83837,Full Service Brick and Mortar Office,06/03/1963,02/20/2004
230218,5408,Kendrick Branch,501 E Main Street,Latah,Kendrick,ID,83537,Full Service Brick and Mortar Office,08/24/1964,02/20/2004
230219,5409,Ketchum Branch,411 North Main Street,Blaine,Ketchum,ID,83340,Full Service Brick and Mortar Office,02/02/1953,02/20/2004
230221,5410,Lewiston Branch,868 Main Street,Nez Perce,Lewiston,ID,83501,Full Service Brick and Mortar Office,10/01/1957,02/20/2004
230223,5412,Moscow Branch,221 South Main Street,Latah,Moscow,ID,83843,Full Service Brick and Mortar Office,04/01/1953,02/20/2004
230224,5413,Mountain Home Branch,210 East Jackson Street,Elmore,Mountain Home,ID,83647,Full Service Brick and Mortar Office,01/01/1865,02/20/2004
230226,5415,Nampa Branch,103 12th Avenue South,Canyon,Nampa,ID,83651,Full Service Brick and Mortar Office,01/01/1865,02/20/2004
230227,5416,Payette Branch,2 South Main Street,Payette,Payette,ID,83661,Full Service Brick and Mortar Office,01/01/1865,02/20/2004
230232,5419,Pocatello Main Branch,333 South Main Street,Bannock,Pocatello,ID,83204,Full Service Brick and Mortar Office,01/01/1865,02/20/2004
230233,5420,Preston Branch,5 N State Street,Franklin,Preston,ID,83263,Full Service Brick and Mortar Office,01/01/1865,02/20/2004
230234,5421,Rexburg Branch,39 East Main Street,Madison,Rexburg,ID,83440,Full Service Brick and Mortar Office,07/06/1942,02/20/2004
230235,5422,Rigby Branch,127 North State Street,Jefferson,Rigby,ID,83442,Full Service Brick and Mortar Office,08/26/1965,02/20/2004
230236,5423,Rupert Branch,602 East Street,Minidoka,Rupert,ID,83350,Full Service Brick and Mortar Office,03/03/1961,02/20/2004
230238,5425,Saint Maries Branch,729 Main Avenue,Benewah,St. Maries,ID,83861,Full Service Brick and Mortar Office,07/01/1963,02/20/2004
230239,5426,Shoshone Branch,103 South Birch St,Lincoln,Shoshone,ID,83352,Full Service Brick and Mortar Office,11/14/1942,02/20/2004
230241,5427,Weiser Branch,407 State Street,Washington,Weiser,ID,83672,Full Service Brick and Mortar Office,01/24/1963,02/20/2004
230242,5428,Ironwood Branch,230 W Ironwood Drive,Kootenai,Coeur D Alene,ID,83814,Full Service Brick and Mortar Office,06/13/1966,02/20/2004
230244,5429,Nampa South 12th Avenue Branch,1401 Twelfth Avenue S,Canyon,Nampa,ID,83686,Full Service Brick and Mortar Office,11/22/1966,02/20/2004
230247,5431,Salmon Branch,116 N Andrews St,Lemhi,Salmon,ID,83467,Full Service Brick and Mortar Office,06/18/1971,02/20/2004
230249,5432,Orofino Branch,210 Michigan Avenue,Clearwater,Orofino,ID,83544,Full Service Brick and Mortar Office,05/29/1973,02/20/2004
230252,5435,Westgate Branch,7700 Fairview Avenue,Ada,Boise,ID,83704,Full Service Brick and Mortar Office,12/10/1974,02/20/2004
230254,5436,Addison Branch,1303 Addison Avenue East,Twin Falls,Twin Falls,ID,83301,Full Service Brick and Mortar Office,05/03/1976,02/20/2004
230255,5437,Sandpoint Branch,320 North Fourth Avenue,Bonner,Sandpoint,ID,83864,Full Service Brick and Mortar Office,05/22/1976,02/20/2004
230256,5438,Five Mile & Overland Branch,10342 Overland Road,Ada,Boise,ID,83709,Full Service Brick and Mortar Office,10/30/1978,02/20/2004
230258,5439,Meridian North Branch,1682 N Main Street,Ada,Meridian,ID,83642,Full Service Brick and Mortar Office,10/22/1979,02/20/2004
230260,5440,Glenwood Branch,6788 Glenwood St,Ada,Boise,ID,83714,Full Service Brick and Mortar Office,12/17/1979,02/20/2004
230261,5441,Chubbuck Branch,4195 Yellowstone Ave,Bannock,Pocatello,ID,83202,Full Service Brick and Mortar Office,12/08/1980,02/20/2004
230263,5442,Broadway Branch,1205 Broadway Avenue,Ada,Boise,ID,83706,Full Service Brick and Mortar Office,06/13/1983,02/20/2004
230265,5445,Teton Mall Branch,1798 S 25th St E,Bonneville,Idaho Falls,ID,83404,Full Service Brick and Mortar Office,03/15/1985,02/20/2004
230266,5446,Lewiston 10th & Thain Branch,303 Thain Rd,Nez Perce,Lewiston,ID,83501,Full Service Brick and Mortar Office,08/16/1982,02/20/2004
230268,5448,Smith's Woodruff Branch,400 South Woodruff Avenue,Bonneville,Idaho Falls,ID,83401,Full Service Retail Office,11/27/1989,02/20/2004
230271,5465,Ustick & Five Mile Branch,3150 North Five Mile Road,Ada,Boise,ID,83713,Full Service Brick and Mortar Office,12/20/1993,02/20/2004
230273,5467,Apple Branch,818 East Boise Avenue,Ada,Boise,ID,83706,Full Service Brick and Mortar Office,03/28/1994,02/20/2004
230275,5471,Eagle Branch,108 East Plaza Drive,Ada,Eagle,ID,83616,Full Service Brick and Mortar Office,12/05/1994,02/20/2004
230291,4484,Bemidji Westridge Branch,2024 Paul Bunyan Dr Nw,Beltrami,Bemidji,MN,56601,Full Service Brick and Mortar Office,06/09/1981,02/20/2004
230673,3738,Second Street Branch,920 West 2nd Street,Hall,Grand Island,NE,68801,Full Service Brick and Mortar Office,04/26/1965,11/21/2003
230890,5020,West Baraboo Branch,"433 Linn Street, Suite C",Sauk,Baraboo,WI,53913,Full Service Brick and Mortar Office,09/07/1999,02/20/2004
230972,7074,Redan Village Branch,4798 Redan Road,Dekalb,Stone Mountain,GA,30088,Full Service Brick and Mortar Office,07/15/1974,03/20/2010
230984,7082,Wildwood Branch,1547 Powers Ferry Road,Cobb,Marietta,GA,30067,Full Service Brick and Mortar Office,01/13/1986,03/20/2010
231205,8948,Guntersville Branch,600 Gunter Avenue,Marshall,Guntersville,AL,35976,Full Service Brick and Mortar Office,09/06/1988,03/20/2010
231206,8949,Albertville Branch,203 West Main Street,Marshall,Albertville,AL,35950,Full Service Brick and Mortar Office,02/20/1989,03/20/2010
231248,8638,Manakin Sabot Branch,12888 Broad Street Road,Goochland,Richmond,VA,23233,Full Service Brick and Mortar Office,12/11/1972,03/20/2010
231390,6790,Ocean City West Avenue Branch,1300 West Avenue,Cape May,Ocean City,NJ,8226,Full Service Brick and Mortar Office,06/27/1955,03/20/2010
231643,3754,Texas Tech Branch,1215 University Avenue,Lubbock,Lubbock,TX,79401,Full Service Brick and Mortar Office,08/01/1989,11/21/2003
231644,3759,Slide Road Branch,401 Slide Road,Lubbock,Lubbock,TX,79416,Full Service Retail Office,10/26/1992,11/21/2003
231646,3760,50th Street Branch,1703 50th Street,Lubbock,Lubbock,TX,79412,Full Service Retail Office,12/30/1994,11/21/2003
231647,3761,82nd Street Branch,2703 82nd Street,Lubbock,Lubbock,TX,79423,Full Service Retail Office,03/15/1995,11/21/2003
231650,3762,"N, University Branch",112 North University Avenue,Lubbock,Lubbock,TX,79415,Full Service Retail Office,12/15/1995,11/21/2003
231651,3770,Parkway Drive Branch,2630 Parkway Drive,Lubbock,Lubbock,TX,79403,Full Service Retail Office,07/26/1996,11/21/2003
231656,3932,Wichita Falls Fairway Branch,4590 Kell Boulevard,Wichita,Wichita Falls,TX,76309,Full Service Retail Office,01/04/1999,11/21/2003
231700,6864,Lehighton Branch,145 Interchange Road,Carbon,Lehighton,PA,18235,Full Service Brick and Mortar Office,06/25/1959,03/20/2010
231701,6865,Northampton Branch,1840 Main Street,Northampton,Northampton,PA,18067,Full Service Brick and Mortar Office,06/10/1968,03/20/2010
232152,7180,Moultrie Square Branch,4285 U.S. 1 South,St. Johns,Saint Augustine,FL,32086,Full Service Brick and Mortar Office,12/29/1980,03/20/2010
232291,7390,Riverside Branch,219 Indian River Avenue,Brevard,Titusville,FL,32796,Full Service Brick and Mortar Office,10/09/1978,03/20/2010
232312,7629,Chapin Branch,168 Columbia Avenue,Lexington,Chapin,SC,29036,Full Service Brick and Mortar Office,09/12/1961,03/20/2010
232313,7630,Columbiana Centre Branch,331 Harbison Boulevard,Lexington,Columbia,SC,29212,Full Service Brick and Mortar Office,03/06/1972,03/20/2010
232460,4912,Cedar Rapids 42nd Street Branch,4051 42nd Street N.E.,Linn,Cedar Rapids,IA,52402,Full Service Brick and Mortar Office,06/15/1992,02/20/2004
232744,8662,Power Plant Branch,104 Marketplace Dr,Hampton City,Hampton,VA,23666,Full Service Brick and Mortar Office,11/03/1971,03/20/2010
233166,4793,Groton Branch,120 North Main Street,Brown,Groton,SD,57445,Full Service Brick and Mortar Office,04/01/1935,02/20/2004
233168,4794,Milbank Branch,402 South Main Street,Grant,Milbank,SD,57252,Full Service Brick and Mortar Office,04/01/1935,02/20/2004
233169,4795,Mobridge Branch,405 North Main Street,Walworth,Mobridge,SD,57601,Full Service Brick and Mortar Office,04/01/1935,02/20/2004
233170,4796,Redfield Branch,25 Sixth Avenue West,Spink,Redfield,SD,57469,Full Service Brick and Mortar Office,04/01/1935,02/20/2004
233332,3714,Sunset Plaza Branch,1710 Market Lane,Madison,Norfolk,NE,68701,Full Service Brick and Mortar Office,01/15/1974,11/21/2003
233408,5057,22nd & Craycroft Branch,5535 East 22nd Street,Pima,Tucson,AZ,85711,Full Service Brick and Mortar Office,06/08/1959,02/20/2004
233418,5058,107th Ave & Peoria Branch,10733 West Peoria Avenue,Maricopa,Sun City,AZ,85351,Full Service Brick and Mortar Office,08/07/1967,02/20/2004
233434,5053,East Flagstaff Branch,2625 North Fourth Street,Coconino,Flagstaff,AZ,86004,Full Service Brick and Mortar Office,11/13/1972,02/20/2004
233571,4781,Brookings Branch,527 Main Avenue,Brookings,Brookings,SD,57006,Full Service Brick and Mortar Office,08/31/1935,02/20/2004
233572,4782,Chamberlain Branch,201 South Main Street,Brule,Chamberlain,SD,57325,Full Service Brick and Mortar Office,08/31/1935,02/20/2004
233573,4783,Dell Rapids Branch,317 East Fourth Street,Minnehaha,Dell Rapids,SD,57022,Full Service Brick and Mortar Office,08/31/1935,02/20/2004
233575,4784,Huron Branch,405 Dakota Avenue South,Beadle,Huron,SD,57350,Full Service Brick and Mortar Office,08/31/1935,02/20/2004
233576,4785,Madison Branch,200 North Egan Avenue,Lake,Madison,SD,57042,Full Service Brick and Mortar Office,08/31/1935,02/20/2004
233577,4786,Stockyards Branch,1301 North Cliff Avenue,Minnehaha,Sioux Falls,SD,57103,Full Service Brick and Mortar Office,06/22/1960,02/20/2004
233578,4787,Colonial Branch,1801 South Minnesota Avenue,Minnehaha,Sioux Falls,SD,57105,Full Service Brick and Mortar Office,02/01/1965,02/20/2004
233581,4788,Westwood Branch,3000 West 12th Street,Minnehaha,Sioux Falls,SD,57104,Full Service Brick and Mortar Office,05/05/1969,02/20/2004
233583,4790,Marion Road Branch,5300 West 41st Street,Minnehaha,Sioux Falls,SD,57106,Full Service Brick and Mortar Office,10/01/1975,02/20/2004
233590,4812,Pierre Branch,333 East Sioux Avenue,Hughes,Pierre,SD,57501,Full Service Brick and Mortar Office,10/01/1991,02/20/2004
233593,4817,Lower Brule Branch,Crazyhorse Street And Bia Route 3,Lyman,Lower Brule,SD,57548,Full Service Brick and Mortar Office,04/04/1994,02/20/2004
233594,4821,Richmond Hills Branch,910 North Sycamore Avenue,Minnehaha,Sioux Falls,SD,57110,Full Service Brick and Mortar Office,06/03/1996,02/20/2004
233603,4825,Vermillion Branch,812 Cottage Avenue,Clay,Vermillion,SD,57069,Full Service Retail Office,11/02/1998,02/20/2004
233612,4678,West Pierce Branch,2318 West Pierce St,Eddy,Carlsbad,NM,88220,Full Service Brick and Mortar Office,08/10/1981,02/20/2004
233652,8012,Rodgers Street Branch,2555 Easton Avenue,Northampton,Bethlehem,PA,18017,Full Service Brick and Mortar Office,11/25/1968,03/20/2010
233654,8013,Village West Branch,3090 Tilghman Street,Lehigh,Allentown,PA,18104,Full Service Brick and Mortar Office,01/25/1973,03/20/2010
233664,7251,Beachland Boulevard Branch,500 Beachland Boulevard,Indian River,Vero Beach,FL,32963,Full Service Brick and Mortar Office,07/23/1979,03/20/2010
233718,7411,Edgewater Branch,1813 South Ridgewood Avenue,Volusia,Edgewater,FL,32141,Full Service Brick and Mortar Office,12/07/1981,03/20/2010
233952,7340,49th Street Branch,5005 Ulmerton Road,Pinellas,Clearwater,FL,33760,Full Service Brick and Mortar Office,10/16/1978,03/20/2010
234005,9004,Panama City Main Branch,112 West 23rd Street,Bay,Panama City,FL,32405,Full Service Brick and Mortar Office,11/08/1989,03/20/2010
234006,9005,Thomas Drive Branch,2509 Thomas Drive,Bay,Panama City Beach,FL,32408,Full Service Brick and Mortar Office,08/24/1994,03/20/2010
234008,9006,University - Pensacola Branch,1745 E 9 Mile Rd,Escambia,Pensacola,FL,32514,Full Service Brick and Mortar Office,10/05/1994,03/20/2010
234009,9007,Niceville Branch,4526 Highway 20 East,Okaloosa,Niceville,FL,32578,Full Service Brick and Mortar Office,08/15/1994,03/20/2010
234010,9008,Destin West Branch,34877 Emerald Coast,Okaloosa,Destin,FL,32541,Full Service Brick and Mortar Office,05/15/1995,03/20/2010
234011,9009,Fort Walton Beach Branch,91 N.W. Racetrack Road,Okaloosa,Fort Walton Beach,FL,32547,Full Service Brick and Mortar Office,06/19/1995,03/20/2010
234048,7319,South Boynton Branch,200 North Congress Avenue,Palm Beach,Boynton Beach,FL,33426,Full Service Brick and Mortar Office,03/17/1980,03/20/2010
234051,7320,Boca Del Mar Branch,7009 Beracasa Way,Palm Beach,Boca Raton,FL,33433,Full Service Brick and Mortar Office,07/19/1982,03/20/2010
234245,7006,Blowing Rock Branch,983 Main Street,Watauga,Blowing Rock,NC,28605,Full Service Brick and Mortar Office,10/01/1936,03/20/2010
234256,7007,Dobson Main Branch,105 North Crutchfield Street,Surry,Dobson,NC,27017,Full Service Brick and Mortar Office,01/22/1934,03/20/2010
234262,7009,Forest City Main Branch,330 West Main Street,Rutherford,Forest City,NC,28043,Full Service Brick and Mortar Office,07/01/1942,03/20/2010
